,age,continent,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value,contract_until_year,value_won,age_clean,age_obj,won_clean,won_round,won_obj
853,28,africa,2022,MF,right,2.0,76,76,3.0,6000000.0,2022,7797900000,3.0,25~30,4.0,779.8,50억~100억
854,24,europe,"Jun 30, 2019",MF,right,1.0,76,83,3.0,10500000.0,2019,13646325000,2.0,20~25,5.0,1364.6,100억이상
855,28,europe,2020,MF,right,2.0,76,76,4.0,7500000.0,2020,9747375000,3.0,25~30,4.0,974.7,50억~100억
856,24,europe,2021,MF,right,1.0,76,79,4.0,10000000.0,2021,12996500000,2.0,20~25,5.0,1299.6,100억이상
857,28,south america,2020,MF,right,2.0,76,76,4.0,8000000.0,2020,10397200000,3.0,25~30,5.0,1039.7,100억이상
858,33,europe,2020,ST,right,1.0,76,76,4.0,4800000.0,2020,6238320000,4.0,30~35,4.0,623.8,50억~100억
859,24,europe,2023,DF,left,1.0,76,81,3.0,8500000.0,2023,11047025000,2.0,20~25,5.0,1104.7,100억이상
860,31,europe,2020,MF,right,2.0,76,76,3.0,5000000.0,2020,6498250000,4.0,30~35,4.0,649.8,50억~100억
861,31,europe,2020,MF,left,2.0,76,76,3.0,7000000.0,2020,9097550000,4.0,30~35,4.0,909.8,50억~100억
862,24,europe,2022,DF,right,1.0,76,81,2.0,8500000.0,2022,11047025000,2.0,20~25,5.0,1104.7,100억이상
863,26,europe,2022,DF,right,2.0,76,77,3.0,7500000.0,2022,9747375000,2.0,20~25,4.0,974.7,50억~100억
864,26,europe,"Jun 30, 2019",ST,right,2.0,76,77,3.0,9000000.0,2019,11696850000,2.0,20~25,5.0,1169.7,100억이상
865,33,south america,2019,DF,right,3.0,76,76,3.0,3000000.0,2019,3898950000,4.0,30~35,3.0,389.9,10억~50억
866,30,south america,2021,DF,left,1.0,76,76,3.0,5500000.0,2021,7148075000,3.0,25~30,4.0,714.8,50억~100억
867,21,europe,2023,DF,right,1.0,76,83,2.0,9500000.0,2023,12346675000,2.0,20~25,5.0,1234.7,100억이상
868,31,europe,2020,MF,right,1.0,76,76,3.0,7000000.0,2020,9097550000,4.0,30~35,4.0,909.8,50억~100억
869,24,europe,2022,DF,left,2.0,76,80,2.0,8500000.0,2022,11047025000,2.0,20~25,5.0,1104.7,100억이상
870,30,south america,2019,ST,right,2.0,76,76,4.0,7500000.0,2019,9747375000,3.0,25~30,4.0,974.7,50억~100억
871,25,africa,2022,MF,right,1.0,76,77,4.0,9000000.0,2022,11696850000,2.0,20~25,5.0,1169.7,100억이상
872,24,south america,2021,DF,right,1.0,76,80,2.0,8500000.0,2021,11047025000,2.0,20~25,5.0,1104.7,100억이상
873,24,south america,2021,MF,right,1.0,76,80,4.0,10000000.0,2021,12996500000,2.0,20~25,5.0,1299.6,100억이상
874,28,africa,2021,MF,left,2.0,76,76,3.0,7500000.0,2021,9747375000,3.0,25~30,4.0,974.7,50억~100억
875,23,europe,2021,MF,right,2.0,76,83,3.0,10500000.0,2021,13646325000,2.0,20~25,5.0,1364.6,100억이상
876,25,africa,2020,ST,right,1.0,76,79,3.0,10000000.0,2020,12996500000,2.0,20~25,5.0,1299.6,100억이상
877,31,europe,2020,DF,right,1.0,76,76,2.0,5000000.0,2020,6498250000,4.0,30~35,4.0,649.8,50억~100억
878,31,europe,2021,MF,right,2.0,76,76,3.0,7000000.0,2021,9097550000,4.0,30~35,4.0,909.8,50억~100억
879,27,europe,2020,GK,right,2.0,76,79,1.0,6500000.0,2020,8447725000,3.0,25~30,4.0,844.8,50억~100억
880,28,europe,2019,MF,left,1.0,76,76,3.0,6000000.0,2019,7797900000,3.0,25~30,4.0,779.8,50억~100억
881,30,europe,2020,DF,right,1.0,76,76,2.0,5500000.0,2020,7148075000,3.0,25~30,4.0,714.8,50억~100억
882,30,africa,2020,DF,right,2.0,76,76,2.0,5500000.0,2020,7148075000,3.0,25~30,4.0,714.8,50억~100억
883,20,europe,2023,ST,right,1.0,76,84,4.0,11500000.0,2023,14945975000,1.0,15~20,5.0,1494.6,100억이상
884,33,south america,2019,ST,right,2.0,76,76,4.0,4700000.0,2019,6108355000,4.0,30~35,4.0,610.8,50억~100억
885,26,europe,2022,GK,right,1.0,76,79,1.0,6500000.0,2022,8447725000,2.0,20~25,4.0,844.8,50억~100억
886,23,europe,"Jun 30, 2019",ST,right,2.0,76,83,3.0,11000000.0,2019,14296150000,2.0,20~25,5.0,1429.6,100억이상
887,21,europe,2023,MF,right,1.0,76,88,4.0,14000000.0,2023,18195100000,2.0,20~25,5.0,1819.5,100억이상
888,31,europe,2019,DF,right,2.0,76,76,3.0,5000000.0,2019,6498250000,4.0,30~35,4.0,649.8,50억~100억
889,20,europe,2020,MF,right,1.0,76,84,3.0,11500000.0,2020,14945975000,1.0,15~20,5.0,1494.6,100억이상
890,32,asia,2020,MF,right,2.0,76,76,3.0,4400000.0,2020,5718460000,4.0,30~35,4.0,571.8,50억~100억
891,34,south america,2021,DF,right,1.0,76,76,3.0,2200000.0,2021,2859230000,4.0,30~35,3.0,285.9,10억~50억
892,24,europe,2021,MF,right,2.0,76,81,4.0,10000000.0,2021,12996500000,2.0,20~25,5.0,1299.6,100억이상
893,23,africa,2020,MF,right,1.0,76,81,4.0,10500000.0,2020,13646325000,2.0,20~25,5.0,1364.6,100억이상
894,31,africa,2020,MF,right,1.0,76,76,4.0,7000000.0,2020,9097550000,4.0,30~35,4.0,909.8,50억~100억
895,32,europe,2020,DF,left,3.0,76,76,3.0,4300000.0,2020,5588495000,4.0,30~35,4.0,558.8,50억~100억
896,25,south america,2022,ST,left,2.0,76,79,4.0,9500000.0,2022,12346675000,2.0,20~25,5.0,1234.7,100억이상
897,25,africa,2022,MF,right,1.0,76,79,4.0,9500000.0,2022,12346675000,2.0,20~25,5.0,1234.7,100억이상
898,32,africa,2019,ST,right,2.0,76,76,3.0,6000000.0,2019,7797900000,4.0,30~35,4.0,779.8,50억~100억
899,19,europe,"Jun 30, 2019",GK,right,1.0,76,88,1.0,10500000.0,2019,13646325000,1.0,15~20,5.0,1364.6,100억이상
900,29,south america,2020,DF,left,2.0,76,76,3.0,6000000.0,2020,7797900000,3.0,25~30,4.0,779.8,50억~100억
901,33,south america,2020,MF,right,1.0,76,76,3.0,3100000.0,2020,4028915000,4.0,30~35,3.0,402.9,10억~50억
902,22,africa,2023,MF,right,1.0,76,82,4.0,10500000.0,2023,13646325000,2.0,20~25,5.0,1364.6,100억이상
903,30,south america,2021,DF,right,1.0,76,76,2.0,5500000.0,2021,7148075000,3.0,25~30,4.0,714.8,50억~100억
904,23,europe,2021,MF,right,1.0,76,80,3.0,10000000.0,2021,12996500000,2.0,20~25,5.0,1299.6,100억이상
905,27,europe,2021,DF,right,1.0,76,78,2.0,7500000.0,2021,9747375000,3.0,25~30,4.0,974.7,50억~100억
906,24,africa,2021,GK,right,1.0,76,82,1.0,7500000.0,2021,9747375000,2.0,20~25,4.0,974.7,50억~100억
907,29,asia,2021,GK,right,1.0,76,77,1.0,6000000.0,2021,7797900000,3.0,25~30,4.0,779.8,50억~100억
908,25,europe,2019,MF,right,1.0,76,80,4.0,10000000.0,2019,12996500000,2.0,20~25,5.0,1299.6,100억이상
909,27,south america,2021,ST,right,1.0,76,76,4.0,8000000.0,2021,10397200000,3.0,25~30,5.0,1039.7,100억이상
910,27,europe,2019,MF,left,2.0,76,76,3.0,8000000.0,2019,10397200000,3.0,25~30,5.0,1039.7,100억이상
911,28,south america,2019,DF,right,2.0,76,77,2.0,7000000.0,2019,9097550000,3.0,25~30,4.0,909.8,50억~100억
912,27,europe,"Jun 30, 2019",MF,right,2.0,76,77,3.0,8500000.0,2019,11047025000,3.0,25~30,5.0,1104.7,100억이상
913,34,south america,2019,MF,right,1.0,76,76,4.0,3900000.0,2019,5068635000,4.0,30~35,4.0,506.9,50억~100억
914,22,africa,2022,MF,right,1.0,76,82,3.0,10500000.0,2022,13646325000,2.0,20~25,5.0,1364.6,100억이상
915,25,europe,2021,DF,right,1.0,75,78,3.0,7000000.0,2021,9097550000,2.0,20~25,4.0,909.8,50억~100억
916,24,europe,2022,MF,right,1.0,75,78,3.0,8500000.0,2022,11047025000,2.0,20~25,5.0,1104.7,100억이상
917,22,europe,2022,MF,right,1.0,75,80,3.0,9000000.0,2022,11696850000,2.0,20~25,5.0,1169.7,100억이상
918,24,europe,"Jun 30, 2019",MF,right,1.0,75,81,3.0,9000000.0,2019,11696850000,2.0,20~25,5.0,1169.7,100억이상
919,21,europe,2023,DF,right,1.0,75,83,2.0,8500000.0,2023,11047025000,2.0,20~25,5.0,1104.7,100억이상
920,30,south america,2020,MF,right,1.0,75,75,3.0,6500000.0,2020,8447725000,3.0,25~30,4.0,844.8,50억~100억
921,24,europe,2022,MF,right,1.0,75,82,4.0,9500000.0,2022,12346675000,2.0,20~25,5.0,1234.7,100억이상
922,23,south america,2023,MF,left,1.0,75,80,3.0,9000000.0,2023,11696850000,2.0,20~25,5.0,1169.7,100억이상
923,28,europe,2019,MF,right,2.0,75,75,3.0,6500000.0,2019,8447725000,3.0,25~30,4.0,844.8,50억~100억
924,23,europe,2021,DF,right,1.0,75,78,2.0,7000000.0,2021,9097550000,2.0,20~25,4.0,909.8,50억~100억
925,26,south america,2021,MF,left,1.0,75,75,4.0,7000000.0,2021,9097550000,2.0,20~25,4.0,909.8,50억~100억
926,34,europe,2021,GK,right,1.0,75,75,1.0,2700000.0,2021,3509055000,4.0,30~35,3.0,350.9,10억~50억
927,25,south america,2019,MF,right,1.0,75,76,4.0,8000000.0,2019,10397200000,2.0,20~25,5.0,1039.7,100억이상
928,24,south america,2021,DF,right,1.0,75,79,2.0,7500000.0,2021,9747375000,2.0,20~25,4.0,974.7,50억~100억
929,27,europe,2021,ST,right,2.0,75,76,4.0,8000000.0,2021,10397200000,3.0,25~30,5.0,1039.7,100억이상
930,30,europe,2020,MF,right,1.0,75,75,3.0,4900000.0,2020,6368285000,3.0,25~30,4.0,636.8,50억~100억
931,22,europe,"Jun 30, 2020",MF,right,1.0,75,82,2.0,8000000.0,2020,10397200000,2.0,20~25,5.0,1039.7,100억이상
932,30,europe,2019,DF,left,1.0,75,75,3.0,4800000.0,2019,6238320000,3.0,25~30,4.0,623.8,50억~100억
933,33,europe,2020,MF,right,2.0,75,75,4.0,4000000.0,2020,5198600000,4.0,30~35,4.0,519.9,50억~100억
934,29,africa,2020,MF,right,1.0,75,75,3.0,6500000.0,2020,8447725000,3.0,25~30,4.0,844.8,50억~100억
935,27,south america,2020,MF,left,2.0,75,75,3.0,7000000.0,2020,9097550000,3.0,25~30,4.0,909.8,50억~100억
936,29,europe,2020,DF,right,1.0,75,75,2.0,5000000.0,2020,6498250000,3.0,25~30,4.0,649.8,50억~100억
937,30,africa,2020,DF,right,1.0,75,75,2.0,4900000.0,2020,6368285000,3.0,25~30,4.0,636.8,50억~100억
938,22,europe,2021,MF,right,2.0,75,81,3.0,9000000.0,2021,11696850000,2.0,20~25,5.0,1169.7,100억이상
939,29,europe,2019,MF,left,2.0,75,75,3.0,6500000.0,2019,8447725000,3.0,25~30,4.0,844.8,50억~100억
940,28,europe,2020,DF,left,1.0,75,75,2.0,5500000.0,2020,7148075000,3.0,25~30,4.0,714.8,50억~100억
941,27,south america,2022,GK,right,1.0,75,78,1.0,5500000.0,2022,7148075000,3.0,25~30,4.0,714.8,50억~100억
942,26,europe,2021,MF,left,1.0,75,76,3.0,8000000.0,2021,10397200000,2.0,20~25,5.0,1039.7,100억이상
943,21,europe,"Jun 30, 2019",ST,right,1.0,75,83,3.0,10000000.0,2019,12996500000,2.0,20~25,5.0,1299.6,100억이상
944,37,europe,2019,DF,right,2.0,75,75,2.0,900000.0,2019,1169685000,5.0,35~40,3.0,117.0,10억~50억
945,32,europe,2019,MF,right,1.0,75,75,3.0,5000000.0,2019,6498250000,4.0,30~35,4.0,649.8,50억~100억
946,30,europe,"Jun 30, 2019",ST,right,1.0,75,75,3.0,6500000.0,2019,8447725000,3.0,25~30,4.0,844.8,50억~100억
947,20,europe,2021,MF,right,1.0,75,81,3.0,9000000.0,2021,11696850000,1.0,15~20,5.0,1169.7,100억이상
948,25,south america,2022,MF,right,1.0,75,78,4.0,8500000.0,2022,11047025000,2.0,20~25,5.0,1104.7,100억이상
949,33,africa,2020,MF,right,1.0,75,75,2.0,2700000.0,2020,3509055000,4.0,30~35,3.0,350.9,10억~50억
950,31,south america,2020,MF,right,1.0,75,75,3.0,5500000.0,2020,7148075000,4.0,30~35,4.0,714.8,50억~100억
951,32,europe,2019,DF,right,1.0,75,75,3.0,3700000.0,2019,4808705000,4.0,30~35,3.0,480.9,10억~50억
952,30,europe,2021,MF,left,1.0,75,75,3.0,6000000.0,2021,7797900000,3.0,25~30,4.0,779.8,50억~100억
953,35,europe,2020,GK,right,1.0,75,75,1.0,1600000.0,2020,2079440000,4.0,30~35,3.0,207.9,10억~50억
954,27,europe,"Jun 30, 2019",GK,left,1.0,75,78,1.0,5500000.0,2019,7148075000,3.0,25~30,4.0,714.8,50억~100억
955,21,south america,2022,DF,right,1.0,75,85,2.0,9500000.0,2022,12346675000,2.0,20~25,5.0,1234.7,100억이상
956,20,europe,2021,MF,right,1.0,75,85,4.0,11000000.0,2021,14296150000,1.0,15~20,5.0,1429.6,100억이상
957,29,south america,2019,ST,right,2.0,75,75,3.0,6500000.0,2019,8447725000,3.0,25~30,4.0,844.8,50억~100억
958,27,south america,"Jun 30, 2019",ST,right,1.0,75,76,3.0,8000000.0,2019,10397200000,3.0,25~30,5.0,1039.7,100억이상
959,27,europe,2021,DF,left,1.0,75,75,3.0,5500000.0,2021,7148075000,3.0,25~30,4.0,714.8,50억~100억
960,26,europe,2021,DF,left,1.0,75,79,2.0,7000000.0,2021,9097550000,2.0,20~25,4.0,909.8,50억~100억
961,26,asia,2019,MF,right,1.0,75,76,3.0,8000000.0,2019,10397200000,2.0,20~25,5.0,1039.7,100억이상
962,27,africa,2021,ST,right,1.0,75,75,4.0,7000000.0,2021,9097550000,3.0,25~30,4.0,909.8,50억~100억
963,24,europe,2021,ST,right,1.0,75,78,4.0,8500000.0,2021,11047025000,2.0,20~25,5.0,1104.7,100억이상
964,23,south america,2022,DF,right,1.0,75,81,2.0,8000000.0,2022,10397200000,2.0,20~25,5.0,1039.7,100억이상
965,26,south america,2021,DF,left,1.0,75,75,3.0,5500000.0,2021,7148075000,2.0,20~25,4.0,714.8,50억~100억
966,34,africa,2020,GK,right,2.0,75,75,1.0,2700000.0,2020,3509055000,4.0,30~35,3.0,350.9,10억~50억
967,24,europe,2020,ST,left,1.0,75,81,4.0,9000000.0,2020,11696850000,2.0,20~25,5.0,1169.7,100억이상
968,23,europe,2022,DF,left,2.0,75,79,3.0,7000000.0,2022,9097550000,2.0,20~25,4.0,909.8,50억~100억
969,32,europe,2019,DF,left,2.0,75,75,3.0,3700000.0,2019,4808705000,4.0,30~35,3.0,480.9,10억~50억
970,31,south america,"Jun 30, 2019",MF,right,1.0,75,75,3.0,5500000.0,2019,7148075000,4.0,30~35,4.0,714.8,50억~100억
971,28,europe,2022,DF,right,2.0,75,75,3.0,6500000.0,2022,8447725000,3.0,25~30,4.0,844.8,50억~100억
972,29,europe,2020,MF,right,1.0,75,75,3.0,6500000.0,2020,8447725000,3.0,25~30,4.0,844.8,50억~100억
973,26,south america,2022,DF,left,1.0,75,76,3.0,6500000.0,2022,8447725000,2.0,20~25,4.0,844.8,50억~100억
974,33,europe,2019,DF,right,2.0,75,75,2.0,2700000.0,2019,3509055000,4.0,30~35,3.0,350.9,10억~50억
975,25,europe,2022,GK,right,1.0,75,80,1.0,6500000.0,2022,8447725000,2.0,20~25,4.0,844.8,50억~100억
976,35,south america,2023,DF,right,2.0,75,75,2.0,1600000.0,2023,2079440000,4.0,30~35,3.0,207.9,10억~50억
977,29,europe,2020,DF,left,2.0,75,75,2.0,5000000.0,2020,6498250000,3.0,25~30,4.0,649.8,50억~100억
978,27,europe,2019,ST,right,2.0,75,76,3.0,8000000.0,2019,10397200000,3.0,25~30,5.0,1039.7,100억이상
979,29,south america,2023,MF,right,1.0,75,75,4.0,6500000.0,2023,8447725000,3.0,25~30,4.0,844.8,50억~100억
980,30,south america,2021,MF,right,1.0,75,75,3.0,6000000.0,2021,7797900000,3.0,25~30,4.0,779.8,50억~100억
981,28,europe,2021,DF,right,2.0,75,75,2.0,5500000.0,2021,7148075000,3.0,25~30,4.0,714.8,50억~100억
982,23,europe,2022,MF,left,1.0,75,80,3.0,9000000.0,2022,11696850000,2.0,20~25,5.0,1169.7,100억이상
983,32,europe,2020,GK,right,1.0,75,75,1.0,3800000.0,2020,4938670000,4.0,30~35,3.0,493.9,10억~50억
984,26,south america,2021,MF,right,1.0,75,75,2.0,6000000.0,2021,7797900000,2.0,20~25,4.0,779.8,50억~100억
985,23,europe,"Jun 30, 2019",MF,right,1.0,75,83,3.0,9500000.0,2019,12346675000,2.0,20~25,5.0,1234.7,100억이상
986,31,south america,2019,DF,left,1.0,75,75,3.0,4400000.0,2019,5718460000,4.0,30~35,4.0,571.8,50억~100억
987,32,asia,2019,ST,right,2.0,75,75,3.0,5500000.0,2019,7148075000,4.0,30~35,4.0,714.8,50억~100억
988,35,europe,2019,MF,right,2.0,75,75,4.0,2900000.0,2019,3768985000,4.0,30~35,3.0,376.9,10억~50억
989,34,europe,2019,DF,right,2.0,75,75,3.0,1900000.0,2019,2469335000,4.0,30~35,3.0,246.9,10억~50억
990,30,europe,2020,MF,left,2.0,75,75,3.0,6500000.0,2020,8447725000,3.0,25~30,4.0,844.8,50억~100억
991,29,europe,2019,DF,right,2.0,75,76,2.0,6000000.0,2019,7797900000,3.0,25~30,4.0,779.8,50억~100억
992,30,africa,2020,MF,right,3.0,75,75,3.0,4900000.0,2020,6368285000,3.0,25~30,4.0,636.8,50억~100억
993,25,africa,"Jun 30, 2019",MF,right,1.0,75,80,2.0,7500000.0,2019,9747375000,2.0,20~25,4.0,974.7,50억~100억
994,23,europe,2019,MF,right,1.0,75,81,3.0,9000000.0,2019,11696850000,2.0,20~25,5.0,1169.7,100억이상
995,24,south america,"Jun 30, 2019",MF,right,2.0,75,79,3.0,7500000.0,2019,9747375000,2.0,20~25,4.0,974.7,50억~100억
996,34,south america,2021,ST,left,1.0,75,75,3.0,3400000.0,2021,4418810000,4.0,30~35,3.0,441.9,10억~50억
997,27,south america,2021,ST,left,2.0,75,75,3.0,7000000.0,2021,9097550000,3.0,25~30,4.0,909.8,50억~100억
998,26,south america,2018,MF,right,1.0,75,75,4.0,7000000.0,2018,9097550000,2.0,20~25,4.0,909.8,50억~100억
999,24,africa,2022,MF,left,1.0,75,79,3.0,8500000.0,2022,11047025000,2.0,20~25,5.0,1104.7,100억이상
1000,27,europe,2018,MF,right,1.0,75,78,3.0,6500000.0,2018,8447725000,3.0,25~30,4.0,844.8,50억~100억
1001,23,south america,2021,MF,left,1.0,75,83,4.0,10000000.0,2021,12996500000,2.0,20~25,5.0,1299.6,100억이상
1002,26,south america,2021,MF,right,1.0,75,75,3.0,7000000.0,2021,9097550000,2.0,20~25,4.0,909.8,50억~100억
1003,37,europe,2019,GK,right,2.0,75,75,1.0,450000.0,2019,584842500,5.0,35~40,2.0,58.5,5억~10억
1004,29,europe,2021,MF,right,2.0,75,75,3.0,6500000.0,2021,8447725000,3.0,25~30,4.0,844.8,50억~100억
1005,25,europe,"Jun 30, 2019",DF,left,2.0,75,80,2.0,7500000.0,2019,9747375000,2.0,20~25,4.0,974.7,50억~100억
1006,29,south america,2023,MF,right,1.0,75,75,2.0,5000000.0,2023,6498250000,3.0,25~30,4.0,649.8,50억~100억
1007,21,europe,"Jun 30, 2019",MF,left,1.0,75,82,4.0,9500000.0,2019,12346675000,2.0,20~25,5.0,1234.7,100억이상
1008,29,europe,2021,ST,right,1.0,75,75,3.0,6500000.0,2021,8447725000,3.0,25~30,4.0,844.8,50억~100억
1009,34,europe,2019,DF,right,2.0,75,75,2.0,2000000.0,2019,2599300000,4.0,30~35,3.0,259.9,10억~50억
1010,32,europe,2019,MF,right,1.0,75,75,3.0,3800000.0,2019,4938670000,4.0,30~35,3.0,493.9,10억~50억
1011,27,europe,2019,MF,right,1.0,75,75,3.0,7000000.0,2019,9097550000,3.0,25~30,4.0,909.8,50억~100억
1012,30,europe,2020,MF,right,2.0,75,75,4.0,6500000.0,2020,8447725000,3.0,25~30,4.0,844.8,50억~100억
1013,33,europe,2019,DF,right,2.0,75,75,2.0,2700000.0,2019,3509055000,4.0,30~35,3.0,350.9,10억~50억
1014,31,south america,2019,MF,right,1.0,75,75,2.0,4500000.0,2019,5848425000,4.0,30~35,4.0,584.8,50억~100억
1015,30,south america,2021,DF,left,1.0,75,75,2.0,4900000.0,2021,6368285000,3.0,25~30,4.0,636.8,50억~100억
1016,21,south america,2023,ST,left,1.0,75,87,3.0,12000000.0,2023,15595800000,2.0,20~25,5.0,1559.6,100억이상
1017,23,europe,2021,MF,right,1.0,75,80,3.0,9000000.0,2021,11696850000,2.0,20~25,5.0,1169.7,100억이상
1018,28,europe,2022,GK,right,1.0,75,76,1.0,5500000.0,2022,7148075000,3.0,25~30,4.0,714.8,50억~100억
1019,25,africa,2021,MF,right,1.0,75,78,3.0,7000000.0,2021,9097550000,2.0,20~25,4.0,909.8,50억~100억
1020,26,south america,2021,DF,right,1.0,75,75,2.0,6000000.0,2021,7797900000,2.0,20~25,4.0,779.8,50억~100억
1021,24,europe,2021,DF,right,1.0,75,81,2.0,8000000.0,2021,10397200000,2.0,20~25,5.0,1039.7,100억이상
1022,23,south america,2020,MF,right,1.0,75,79,3.0,8500000.0,2020,11047025000,2.0,20~25,5.0,1104.7,100억이상
1023,26,europe,2022,MF,right,1.0,75,76,4.0,8000000.0,2022,10397200000,2.0,20~25,5.0,1039.7,100억이상
1024,30,europe,2020,DF,left,1.0,75,75,3.0,4900000.0,2020,6368285000,3.0,25~30,4.0,636.8,50억~100억
1025,25,africa,2022,MF,right,2.0,75,77,3.0,8500000.0,2022,11047025000,2.0,20~25,5.0,1104.7,100억이상
1026,27,africa,2023,MF,left,1.0,75,75,3.0,7000000.0,2023,9097550000,3.0,25~30,4.0,909.8,50억~100억
1027,34,europe,2020,MF,right,3.0,75,75,2.0,2000000.0,2020,2599300000,4.0,30~35,3.0,259.9,10억~50억
1028,32,europe,2019,MF,right,2.0,75,75,3.0,5000000.0,2019,6498250000,4.0,30~35,4.0,649.8,50억~100억
1029,29,south america,2019,MF,right,1.0,75,75,3.0,5000000.0,2019,6498250000,3.0,25~30,4.0,649.8,50억~100억
1030,22,europe,2023,MF,right,1.0,75,81,3.0,9000000.0,2023,11696850000,2.0,20~25,5.0,1169.7,100억이상
1031,24,europe,2021,MF,right,1.0,75,78,3.0,8500000.0,2021,11047025000,2.0,20~25,5.0,1104.7,100억이상
1032,29,europe,"Jun 30, 2019",MF,right,3.0,75,75,3.0,5000000.0,2019,6498250000,3.0,25~30,4.0,649.8,50억~100억
1033,24,south america,2023,MF,right,1.0,75,79,4.0,8500000.0,2023,11047025000,2.0,20~25,5.0,1104.7,100억이상
1034,31,europe,2019,GK,right,1.0,75,75,1.0,4000000.0,2019,5198600000,4.0,30~35,4.0,519.9,50억~100억
1035,23,europe,2022,DF,right,1.0,75,80,3.0,7500000.0,2022,9747375000,2.0,20~25,4.0,974.7,50억~100억
1036,33,south america,2019,DF,left,2.0,75,75,2.0,2700000.0,2019,3509055000,4.0,30~35,3.0,350.9,10억~50억
1037,28,europe,2021,ST,left,1.0,75,75,4.0,6500000.0,2021,8447725000,3.0,25~30,4.0,844.8,50억~100억
1038,23,africa,"May 31, 2019",MF,right,2.0,75,81,4.0,9000000.0,2019,11696850000,2.0,20~25,5.0,1169.7,100억이상
1039,26,europe,2019,DF,right,1.0,75,78,2.0,7000000.0,2019,9097550000,2.0,20~25,4.0,909.8,50억~100억
1040,23,south america,2022,DF,left,1.0,75,80,3.0,7500000.0,2022,9747375000,2.0,20~25,4.0,974.7,50억~100억
1041,33,africa,2020,ST,right,2.0,75,75,3.0,4200000.0,2020,5458530000,4.0,30~35,4.0,545.9,50억~100억
1042,28,europe,2021,GK,left,1.0,75,75,1.0,4700000.0,2021,6108355000,3.0,25~30,4.0,610.8,50억~100억
1043,37,south america,2023,MF,right,1.0,75,75,2.0,900000.0,2023,1169685000,5.0,35~40,3.0,117.0,10억~50억
1044,36,oceania,2020,GK,left,1.0,75,75,1.0,900000.0,2020,1169685000,4.0,30~35,3.0,117.0,10억~50억
1045,25,europe,2019,ST,right,2.0,75,78,3.0,8500000.0,2019,11047025000,2.0,20~25,5.0,1104.7,100억이상
1046,26,europe,2021,ST,left,1.0,75,75,3.0,7000000.0,2021,9097550000,2.0,20~25,4.0,909.8,50억~100억
1047,25,europe,2021,MF,right,2.0,75,78,3.0,8500000.0,2021,11047025000,2.0,20~25,5.0,1104.7,100억이상
1048,29,europe,2020,MF,right,1.0,75,75,2.0,5000000.0,2020,6498250000,3.0,25~30,4.0,649.8,50억~100억
1049,26,south america,2021,ST,right,1.0,75,75,3.0,7500000.0,2021,9747375000,2.0,20~25,4.0,974.7,50억~100억
1050,26,south america,2021,MF,left,1.0,75,75,2.0,6000000.0,2021,7797900000,2.0,20~25,4.0,779.8,50억~100억
1051,28,europe,2021,ST,right,1.0,75,75,4.0,7000000.0,2021,9097550000,3.0,25~30,4.0,909.8,50억~100억
1052,28,south america,2019,ST,right,1.0,75,75,4.0,7000000.0,2019,9097550000,3.0,25~30,4.0,909.8,50억~100억
1053,25,africa,2022,ST,right,2.0,75,77,3.0,8500000.0,2022,11047025000,2.0,20~25,5.0,1104.7,100억이상
1054,29,europe,2019,DF,right,1.0,75,75,2.0,5000000.0,2019,6498250000,3.0,25~30,4.0,649.8,50억~100억
1055,20,europe,2021,MF,right,3.0,75,84,3.0,10000000.0,2021,12996500000,1.0,15~20,5.0,1299.6,100억이상
1056,23,africa,2021,ST,right,1.0,75,82,3.0,9500000.0,2021,12346675000,2.0,20~25,5.0,1234.7,100억이상
1057,31,europe,2019,DF,left,1.0,75,75,3.0,4400000.0,2019,5718460000,4.0,30~35,4.0,571.8,50억~100억
1058,25,europe,2021,ST,right,1.0,75,77,5.0,8000000.0,2021,10397200000,2.0,20~25,5.0,1039.7,100억이상
1059,19,europe,2023,ST,right,1.0,75,86,4.0,11000000.0,2023,14296150000,1.0,15~20,5.0,1429.6,100억이상
1060,23,europe,2022,GK,right,1.0,75,80,1.0,6500000.0,2022,8447725000,2.0,20~25,4.0,844.8,50억~100억
1061,25,south america,"Jun 30, 2019",ST,right,2.0,75,78,3.0,8500000.0,2019,11047025000,2.0,20~25,5.0,1104.7,100억이상
1062,22,europe,2021,DF,right,1.0,75,82,2.0,8000000.0,2021,10397200000,2.0,20~25,5.0,1039.7,100억이상
1063,20,europe,"Jun 30, 2019",MF,right,1.0,75,83,3.0,8500000.0,2019,11047025000,1.0,15~20,5.0,1104.7,100억이상
